row_id,customer_id,order_id,order_date,ship_date,ship_mode,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit,order_date_clean,ship_date_clean
0,SC-20725,CA-2016-103730,12/6/2016,15/06/2016,First Class,Steven Cartwright,Consumer,United States,Wilmington,Delaware,19805,East,FUR-FU-10002157,Furniture,Furnishings,Artistic Insta-Plaque,47.04,3,0,386.84,6/12/2016,6/15/2016
0,AD-10180,US-2014-152030,26/12/2014,28/12/2014,Second Class,Alan Dominguez,Home Office,United States,Houston,Texas,77041,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,600.56,3,0.3,383.93,12/26/2014,12/28/2014
0,PF-19165,US-2014-134614,20/09/2014,25/09/2014,Standard Class,Philip Fox,Consumer,United States,Bloomington,Illinois,61701,Central,FUR-TA-10004534,Furniture,Tables,Bevis 44 x 96 Conference Tables,617.7,6,0.5,378.27,9/20/2014,9/25/2014
0,LS-16975,US-2016-125969,6/11/2016,10/11/2016,Second Class,Lindsay Shagiari,Home Office,United States,Los Angeles,California,90004,West,FUR-FU-10003773,Furniture,Furnishings,Eldon Cleatmat Plus Chair Mats for High Pile Carpets,238.56,3,0,374.63,11/6/2016,11/10/2016
0,LC-16885,CA-2016-145583,13/10/2016,19/10/2016,Standard Class,Lena Creighton,Consumer,United States,Roseville,California,95661,West,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,43.12,14,0,373.78,10/13/2016,10/19/2016
0,JD-15895,CA-2016-110366,5/9/2016,7/9/2016,Second Class,Jonathan Doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"""Howard Miller 13-3/4"""" Diameter Brushed Chrome Round Wall Clock""",82.8,2,0.2,366.63,9/5/2016,9/7/2016
0,MG-17680,CA-2014-110072,22/10/2014,28/10/2014,Standard Class,Maureen Gastineau,Home Office,United States,Newark,Ohio,43055,East,FUR-FU-10000521,Furniture,Furnishings,"""Seth Thomas 14"""" Putty-Colored Wall Clock""",93.89,4,0.2,356.23,10/22/2014,10/28/2014
0,DB-13060,CA-2014-104269,1/3/2014,6/3/2014,Second Class,Dave Brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,457.57,2,0.2,350.43,3/1/2014,3/6/2014
0,BM-11140,CA-2014-139892,8/9/2014,12/9/2014,Standard Class,Becky Martin,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,1740.06,9,0.3,346.04,9/8/2014,9/12/2014
0,BS-11755,CA-2014-133690,3/8/2014,5/8/2014,First Class,Bruce Stewart,Consumer,United States,Denver,Colorado,80219,West,FUR-TA-10004289,Furniture,Tables,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,218.75,2,0.5,316.88,8/3/2014,8/5/2014
0,VW-21775,CA-2015-146262,2/1/2015,9/1/2015,Standard Class,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,452.45,5,0.5,314.06,1/2/2015,1/9/2015
0,JB-15925,CA-2015-169397,24/12/2015,27/12/2015,First Class,Joni Blumstein,Consumer,United States,Dublin,Ohio,43017,East,FUR-FU-10000087,Furniture,Furnishings,"""Executive Impressions 14"""" Two-Color Numerals Wall Clock""",72.7,4,0.2,314.04,12/24/2015,12/27/2015
0,DS-13180,CA-2015-163055,9/8/2015,16/08/2015,Standard Class,David Smith,Corporate,United States,Detroit,Michigan,48227,Central,FUR-TA-10003748,Furniture,Tables,Bevis 36 x 72 Conference Tables,622.45,5,0,313.26,8/9/2015,8/16/2015
0,VD-21670,US-2015-145436,28/02/2015,4/3/2015,Standard Class,Valerie Dominguez,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.57,2,0.2,311.65,2/28/2015,3/4/2015
0,CS-12400,US-2017-100930,7/4/2017,12/4/2017,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10001705,Furniture,Tables,Bush Advantage Collection Round Conference Table,233.86,2,0.45,306.49,4/7/2017,4/12/2017
0,CS-12400,US-2017-100930,7/4/2017,12/4/2017,Standard Class,Christopher Schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,620.61,3,0.45,300.74,4/7/2017,4/12/2017
0,KL-16645,CA-2016-157749,4/6/2016,9/6/2016,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,419.68,5,0.6,297.69,6/4/2016,6/9/2016
0,KL-16645,CA-2016-157749,4/6/2016,9/6/2016,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004351,Furniture,Furnishings,Staple-based wall hangings,11.69,3,0.6,294.67,6/4/2016,6/9/2016
0,KL-16645,CA-2016-157749,4/6/2016,9/6/2016,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,177.23,5,0.5,292.78,6/4/2016,6/9/2016
0,KL-16645,CA-2016-157749,4/6/2016,9/6/2016,Second Class,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,4.04,3,0.6,292.78,6/4/2016,6/9/2016
0,DW-13480,CA-2014-131926,1/6/2014,6/6/2014,Second Class,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,2001.86,7,0,291.38,6/1/2014,6/6/2014
0,DR-12880,US-2015-159982,28/11/2015,4/12/2015,Standard Class,Dan Reichenbach,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.13,9,0.6,272.79,11/28/2015,12/4/2015
0,HA-14920,CA-2015-155334,30/07/2015,31/07/2015,First Class,Helen Andreada,Consumer,United States,San Francisco,California,94109,West,FUR-FU-10003274,Furniture,Furnishings,Regeneration Desk Collection,5.28,3,0,272.79,7/30/2015,7/31/2015
0,JO-15280,CA-2015-130890,2/11/2015,6/11/2015,Standard Class,Jas O'Carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"""Bevis Round Bullnose 29"""" High Table Top""",1038.84,5,0.2,271.42,11/2/2015,11/6/2015
0,KL-16555,CA-2014-111451,26/12/2014,28/12/2014,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"""Howard Miller 13"""" Diameter Goldtone Round Wall Clock""",300.42,8,0.2,266.45,12/26/2014,12/28/2014
0,KL-16555,CA-2014-111451,26/12/2014,28/12/2014,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,230.35,3,0.2,262.39,12/26/2014,12/28/2014
0,KL-16555,CA-2014-111451,26/12/2014,28/12/2014,First Class,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,218.35,3,0.2,260.61,12/26/2014,12/28/2014
0,JH-15910,US-2017-152380,19/11/2017,23/11/2017,Standard Class,Jonathan Howell,Consumer,United States,Chicago,Illinois,60623,Central,FUR-TA-10002533,Furniture,Tables,BPI Conference Tables,219.08,3,0.5,259.53,11/19/2017,11/23/2017
0,AS-10225,CA-2015-144253,4/5/2015,9/5/2015,Second Class,Alan Schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0,256.78,5/4/2015,5/9/2015
0,BP-11185,CA-2016-142902,12/9/2016,14/09/2016,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.14,4,0.2,252.59,9/12/2016,9/14/2016
0,BP-11185,CA-2016-142902,12/9/2016,14/09/2016,Second Class,Ben Peterman,Corporate,United States,Arvada,Colorado,80004,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,466.77,2,0.2,251.2,9/12/2016,9/14/2016
0,NM-18445,CA-2014-164973,4/11/2014,9/11/2014,Standard Class,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.88,1,0.1,244.25,11/4/2014,11/9/2014
0,DJ-13510,CA-2017-153339,3/11/2017,5/11/2017,Second Class,Don Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.99,1,0.2,244.25,11/3/2017,11/5/2017
0,PO-18850,US-2016-141544,30/08/2016,1/9/2016,First Class,Patrick O'Brill,Consumer,United States,Philadelphia,Pennsylvania,19143,East,FUR-CH-10003312,Furniture,Chairs,Hon 2090 ÒPillow SoftÓ Series Mid Back Swivel/Tilt Chairs,786.74,4,0.3,241.1,8/30/2016,9/1/2016
0,AC-10420,CA-2014-129924,12/7/2014,17/07/2014,Standard Class,Alyssa Crouse,Corporate,United States,San Francisco,California,94122,West,FUR-TA-10004575,Furniture,Tables,Hon 5100 Series Wood Tables,698.35,3,0.2,240.29,7/12/2014,7/17/2014
0,JL-15505,CA-2016-138520,8/4/2016,13/04/2016,Standard Class,Jeremy Lonsdale,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.7,6,0.2,240.26,4/8/2016,4/13/2016
0,KW-16435,CA-2017-144904,25/09/2017,1/10/2017,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,488.65,3,0.1,239.91,9/25/2017,10/1/2017
0,KW-16435,CA-2017-144904,25/09/2017,1/10/2017,Standard Class,Katrina Willman,Consumer,United States,New York City,New York,10009,East,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,47.12,8,0,235.95,9/25/2017,10/1/2017
0,DK-13225,CA-2015-122756,3/12/2015,7/12/2015,Standard Class,Dean Katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,2.96,1,0.2,225.74,12/3/2015,12/7/2015
0,KH-16510,CA-2017-117457,8/12/2017,12/12/2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,1336.83,13,0.15,224.27,12/8/2017,12/12/2017
0,KH-16510,CA-2017-117457,8/12/2017,12/12/2017,Standard Class,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,113.57,2,0.2,219.58,12/8/2017,12/12/2017
0,KC-16675,CA-2017-142636,3/11/2017,7/11/2017,Standard Class,Kimberly Carter,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10001891,Furniture,Chairs,Global Deluxe Office Fabric Chairs,307.14,4,0.2,215.12,11/3/2017,11/7/2017
0,PB-19150,CA-2016-148796,14/04/2016,18/04/2016,Standard Class,Philip Brown,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10004886,Furniture,Chairs,Bevis Steel Folding Chairs,383.8,5,0.2,213.74,4/14/2016,4/18/2016
0,NF-18385,CA-2017-155705,21/08/2017,23/08/2017,Second Class,Natalie Fritzler,Consumer,United States,Jackson,Mississippi,39212,South,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,866.4,4,0,213.69,8/21/2017,8/23/2017
0,JM-15265,CA-2017-149160,23/11/2017,26/11/2017,Second Class,Janet Molinari,Corporate,United States,Canton,Michigan,48187,Central,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,28.4,2,0,213.69,11/23/2017,11/26/2017
0,CV-12805,CA-2017-157252,20/01/2017,23/01/2017,Second Class,Cynthia Voltz,Corporate,United States,New York City,New York,10024,East,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,207.85,3,0.1,212.19,1/20/2017,1/23/2017
0,PK-19075,CA-2016-115756,5/9/2016,7/9/2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-FU-10000246,Furniture,Furnishings,Aluminum Document Frame,12.22,1,0,210.74,9/5/2016,9/7/2016
0,PK-19075,CA-2016-115756,5/9/2016,7/9/2016,Second Class,Pete Kriz,Consumer,United States,Detroit,Michigan,48227,Central,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,242.94,3,0,210.59,9/5/2016,9/7/2016
0,EB-13705,CA-2017-147277,20/10/2017,24/10/2017,Standard Class,Ed Braxton,Corporate,United States,Akron,Ohio,44312,East,FUR-TA-10001539,Furniture,Tables,Chromcraft Rectangular Conference Tables,284.36,2,0.4,207.89,10/20/2017,10/24/2017
0,NF-18385,US-2016-157945,26/09/2016,1/10/2016,Standard Class,Natalie Fritzler,Consumer,United States,Decatur,Illinois,62521,Central,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,747.56,3,0.3,202.25,9/26/2016,10/1/2016
0,TN-21040,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,23.56,5,0.2,200.95,4/22/2016,4/29/2016
0,TN-21040,CA-2016-109869,22/04/2016,29/04/2016,Standard Class,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,FUR-TA-10001889,Furniture,Tables,Bush Advantage Collection Racetrack Conference Table,1272.63,6,0.5,200.49,4/22/2016,4/29/2016
0,JS-15940,US-2015-101399,17/01/2015,24/01/2015,Standard Class,Joni Sundaresam,Home Office,United States,Park Ridge,Illinois,60068,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,254.74,7,0.6,200.49,1/17/2015,1/24/2015
0,DS-13180,CA-2017-154907,31/03/2017,4/4/2017,Standard Class,David Smith,Corporate,United States,Amarillo,Texas,79109,Central,FUR-BO-10002824,Furniture,Bookcases,Bush Mission Pointe Library,205.33,2,0.32,199.26,3/31/2017,4/4/2017
0,JE-15475,CA-2016-152632,27/10/2016,2/11/2016,Standard Class,Jeremy Ellison,Consumer,United States,Troy,New York,12180,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,40.2,3,0,196.69,10/27/2016,11/2/2016
0,MT-18070,CA-2017-140963,10/6/2017,13/06/2017,First Class,Michelle Tran,Home Office,United States,Los Angeles,California,90045,West,FUR-BO-10001337,Furniture,Bookcases,O'Sullivan Living Dimensions 2-Shelf Bookcases,514.17,5,0.15,191.66,6/10/2017,6/13/2017
0,RO-19780,US-2016-120929,18/03/2016,21/03/2016,Second Class,Rose O'Brian,Consumer,United States,Memphis,Tennessee,38109,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,189.88,3,0.4,190.43,3/18/2016,3/21/2016
0,SC-20095,CA-2016-126158,25/07/2016,31/07/2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10004864,Furniture,Furnishings,"""Howard Miller 14-1/2"""" Diameter Chrome Round Wall Clock""",255.76,4,0,189.4,7/25/2016,7/31/2016
0,SC-20095,CA-2016-126158,25/07/2016,31/07/2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,241.57,2,0.2,188.22,7/25/2016,7/31/2016
0,SC-20095,CA-2016-126158,25/07/2016,31/07/2016,Standard Class,Sanjit Chand,Consumer,United States,Costa Mesa,California,92627,West,FUR-FU-10000073,Furniture,Furnishings,Deflect-O Glasstique Clear Desk Accessories,69.3,9,0,185.26,7/25/2016,7/31/2016
0,MY-17380,US-2016-105578,30/05/2016,4/6/2016,Standard Class,Maribeth Yedwab,Corporate,United States,Parker,Colorado,80134,West,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,801.57,2,0.2,181.18,5/30/2016,6/4/2016
0,LS-17245,CA-2017-135307,26/11/2017,27/11/2017,First Class,Lynn Smith,Consumer,United States,Gladstone,Missouri,64118,Central,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,126.3,3,0,180.44,11/26/2017,11/27/2017
0,MC-17605,CA-2017-145142,23/01/2017,25/01/2017,First Class,Matt Connell,Corporate,United States,Detroit,Michigan,48234,Central,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,210.98,2,0,179.75,1/23/2017,1/25/2017
0,PH-18790,CA-2017-113558,21/10/2017,26/10/2017,Standard Class,Patricia Hirasaki,Home Office,United States,Lakeland,Florida,33801,South,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,683.95,3,0.2,178.8,10/21/2017,10/26/2017
0,KB-16240,CA-2015-102848,7/11/2015,9/11/2015,Second Class,Karen Bern,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,1,0.2,176.8,11/7/2015,11/9/2015
0,JC-15340,US-2017-129441,7/9/2017,11/9/2017,Standard Class,Jasper Cacioppo,Consumer,United States,Los Angeles,California,90032,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,3,0,175.14,9/7/2017,9/11/2017
0,BD-11320,CA-2016-136406,15/04/2016,17/04/2016,Second Class,Bill Donatelli,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.57,2,0.2,173.24,4/15/2016,4/17/2016
0,RC-19960,CA-2017-112774,11/9/2017,12/9/2017,First Class,Ryan Crowe,Consumer,United States,Jacksonville,Florida,32216,South,FUR-FU-10003039,Furniture,Furnishings,"""Howard Miller 11-1/2"""" Diameter Grantwood Wall Clock""",34.5,1,0.2,172.48,9/11/2017,9/12/2017
0,OT-18730,CA-2016-113243,10/6/2016,15/06/2016,Standard Class,Olvera Toch,Consumer,United States,Los Angeles,California,90045,West,FUR-TA-10004256,Furniture,Tables,Bretford ÒJust In TimeÓ Height-Adjustable Multi-Task Work Tables,1335.68,4,0.2,169.18,6/10/2016,6/15/2016
0,LP-17080,CA-2017-118731,20/11/2017,22/11/2017,Second Class,Liz Pelletier,Consumer,United States,San Francisco,California,94110,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,3,0,168.47,11/20/2017,11/22/2017
0,CA-12775,CA-2014-145576,14/09/2014,18/09/2014,Second Class,Cynthia Arntzen,Consumer,United States,Tampa,Florida,33614,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.13,3,0.2,168.47,9/14/2014,9/18/2014
0,EB-13840,CA-2017-156951,1/10/2017,8/10/2017,Standard Class,Ellis Ballard,Corporate,United States,Seattle,Washington,98105,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.15,3,0.2,166.1,10/1/2017,10/8/2017
0,BD-11725,CA-2015-128139,3/7/2015,9/7/2015,Standard Class,Bruce Degenhardt,Consumer,United States,Richmond,Kentucky,40475,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,1,0,163.79,7/3/2015,7/9/2015
0,LR-16915,CA-2014-131450,8/8/2014,15/08/2014,Standard Class,Lena Radford,Consumer,United States,San Diego,California,92024,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,8,0,161.97,8/8/2014,8/15/2014
0,NG-18355,CA-2017-117947,18/08/2017,23/08/2017,Second Class,Nat Gilpin,Corporate,United States,New York City,New York,10011,East,FUR-FU-10000521,Furniture,Furnishings,"""Seth Thomas 14"""" Putty-Colored Wall Clock""",88.02,3,0,158.58,8/18/2017,8/23/2017
0,DJ-13420,CA-2015-168004,4/10/2015,9/10/2015,Second Class,Denny Joy,Corporate,United States,Warner Robins,Georgia,31088,South,FUR-CH-10001482,Furniture,Chairs,Office Star - Mesh Screen back chair with Vinyl seat,392.94,3,0,155.25,10/4/2015,10/9/2015
0,RB-19465,CA-2016-115917,20/05/2016,25/05/2016,Standard Class,Rick Bensley,Home Office,United States,Vallejo,California,94591,West,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,1049.2,5,0,151.47,5/20/2016,5/25/2016
0,JD-16150,CA-2016-147067,18/12/2016,22/12/2016,Standard Class,Justin Deggeller,Corporate,United States,Minneapolis,Minnesota,55407,Central,FUR-FU-10000732,Furniture,Furnishings,Eldon 200 Class Desk Accessories,18.84,3,0,150.38,12/18/2016,12/22/2016
0,AR-10825,CA-2016-160745,11/12/2016,16/12/2016,Second Class,Anthony Rawles,Corporate,United States,Vancouver,Washington,98661,West,FUR-FU-10001935,Furniture,Furnishings,3M Hangers With Command Adhesive,14.8,4,0,150.29,12/11/2016,12/16/2016
0,EH-14125,US-2016-156097,19/09/2016,19/09/2016,Same Day,Eugene Hildebrand,Home Office,United States,Aurora,Illinois,60505,Central,FUR-CH-10001215,Furniture,Chairs,Global Troy Executive Leather Low-Back Tilter,701.37,2,0.3,149.15,9/19/2016,9/19/2016
0,CB-12025,CA-2015-146563,24/08/2015,28/08/2015,Standard Class,Cassandra Brandow,Consumer,United States,Arlington,Texas,76017,Central,FUR-TA-10001768,Furniture,Tables,Hon Racetrack Conference Tables,918.79,5,0.3,149.15,8/24/2015,8/28/2015
0,MO-17800,US-2017-106663,9/6/2017,13/06/2017,Standard Class,Meg O'Connel,Home Office,United States,Chicago,Illinois,60653,Central,FUR-FU-10002759,Furniture,Furnishings,12-1/2 Diameter Round Wall Clock,23.98,3,0.6,148.7,6/9/2017,6/13/2017
0,CD-11980,US-2017-119438,18/03/2017,23/03/2017,Standard Class,Carol Darley,Consumer,United States,Tyler,Texas,75701,Central,FUR-FU-10003553,Furniture,Furnishings,"""Howard Miller 13-1/2"""" Diameter Rosebrook Wall Clock""",82.52,3,0.6,148.14,3/18/2017,3/23/2017
0,NP-18325,US-2014-117135,21/06/2014,23/06/2014,Second Class,Naresj Patel,Consumer,United States,Waynesboro,Virginia,22980,South,FUR-FU-10004071,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,104.01,1,0,146.39,6/21/2014,6/23/2014
0,AS-10285,CA-2016-163755,4/11/2016,8/11/2016,Second Class,Alejandro Savely,Corporate,United States,Seattle,Washington,98103,West,FUR-FU-10003394,Furniture,Furnishings,"""Tenex """"The Solids"""" Textured Chair Mats""",209.88,3,0,145.28,11/4/2016,11/8/2016
